HANDLE	BLOCKNAME	LAYER	DEVICE	LINE1	LINE2	LINE3	MAX	MIN	{DYNPARAM} Visibility1	VOLTS	DROP	DIFF	DIST
'7D50327	Load_Currents	_Currents	SECT21097	C6.3			<>	<>	<>	<>	<>	<>	<>
'7D50346	Fault_Currents	_Fault Currents	SECT21097	<>	<>	<>	846	167	Wipeout ON	<>	<>	<>	<>
'7D5035F	Load_Currents	_Currents	SECT21198	A6.7			<>	<>	<>	<>	<>	<>	<>
'7D5037E	Fault_Currents	_Fault Currents	SECT21198	<>	<>	<>	796	166	Wipeout ON	<>	<>	<>	<>
'7D503AA	Load_Currents	_Currents	SECT20065	B6.8			<>	<>	<>	<>	<>	<>	<>
'7D503C9	Fault_Currents	_Fault Currents	SECT20065	<>	<>	<>	429	135	Wipeout ON	<>	<>	<>	<>
'7D503EC	Load_Currents	_Currents	SECT19720	A21.2			<>	<>	<>	<>	<>	<>	<>
'7D5040B	Fault_Currents	_Fault Currents	SECT19720	<>	<>	<>	662	158	Wipeout ON	<>	<>	<>	<>
'7D5042E	Load_Currents	_Currents	SECT18306	C11.2			<>	<>	<>	<>	<>	<>	<>
'7D5044D	Fault_Currents	_Fault Currents	SECT18306	<>	<>	<>	352	126	Wipeout ON	<>	<>	<>	<>
'7D67836	Load_Currents	_Currents	SECT45941	C3.8			<>	<>	<>	<>	<>	<>	<>
'7D67855	Fault_Currents	_Fault Currents	SECT45941	<>	<>	<>	185	95	Wipeout ON	<>	<>	<>	<>
'7D67882	Load_Currents	_Currents	SECT45771	C2.2			<>	<>	<>	<>	<>	<>	<>
'7D678A1	Fault_Currents	_Fault Currents	SECT45771	<>	<>	<>	229	105	Wipeout ON	<>	<>	<>	<>
'7D678FC	Load_Currents	_Currents	SECT41315	B1.0			<>	<>	<>	<>	<>	<>	<>
'7D6791B	Fault_Currents	_Fault Currents	SECT41315	<>	<>	<>	176	93	Wipeout ON	<>	<>	<>	<>
'7D67934	Load_Currents	_Currents	SECT41103	C6.4			<>	<>	<>	<>	<>	<>	<>
'7D67953	Fault_Currents	_Fault Currents	SECT41103	<>	<>	<>	183	94	Wipeout ON	<>	<>	<>	<>
'7D67980	Load_Currents	_Currents	SECT42535	A2.5			<>	<>	<>	<>	<>	<>	<>
'7D6799F	Fault_Currents	_Fault Currents	SECT42535	<>	<>	<>	135	81	Wipeout ON	<>	<>	<>	<>
'7D679C1	Load_Currents	_Currents	SECT42473	B11.6			<>	<>	<>	<>	<>	<>	<>
'7D679E0	Fault_Currents	_Fault Currents	SECT42473	<>	<>	<>	135	81	Wipeout ON	<>	<>	<>	<>
'7D679FF	Load_Currents	_Currents	SECT41995	C3.6			<>	<>	<>	<>	<>	<>	<>
'7D67A1E	Fault_Currents	_Fault Currents	SECT41995	<>	<>	<>	334	126	Wipeout ON	<>	<>	<>	<>
'7D67A4A	Load_Currents	_Currents	SECT43315	C3.6			<>	<>	<>	<>	<>	<>	<>
'7D67A69	Fault_Currents	_Fault Currents	SECT43315	<>	<>	<>	298	118	Wipeout ON	<>	<>	<>	<>
'7D67A82	Load_Currents	_Currents	R20464	C4.5			<>	<>	<>	<>	<>	<>	<>
'7D67AA1	Fault_Currents	_Fault Currents	R20464	<>	<>	<>	1734	173	Wipeout ON	<>	<>	<>	<>
'7D7F353	Load_Currents	_Currents	SECT43914	A10.1	B-7.1	C-7.0	<>	<>	<>	<>	<>	<>	<>
'7D7F372	Fault_Currents	_Fault Currents	SECT43914	<>	<>	<>	616	140	Wipeout ON	<>	<>	<>	<>
'7D7F394	Load_Currents	_Currents	SECT43954	A1.4	B0.7		<>	<>	<>	<>	<>	<>	<>
'7D7F3B8	Fault_Currents	_Fault Currents	SECT43954	<>	<>	<>	587	139	Wipeout ON	<>	<>	<>	<>
'7D7F3DF	Load_Currents	_Currents	SECT44030	A2.7	B4.4	C1.1	<>	<>	<>	<>	<>	<>	<>
'7D7F403	Fault_Currents	_Fault Currents	SECT44030	<>	<>	<>	607	139	Wipeout ON	<>	<>	<>	<>
'7D7F458	Load_Currents	_Currents	SECT02767	A1.3			<>	<>	<>	<>	<>	<>	<>
'7D7F477	Fault_Currents	_Fault Currents	SECT02767	<>	<>	<>	507	147	Wipeout ON	<>	<>	<>	<>
'7D7F4A8	Load_Currents	_Currents	SECT03509	B4.1			<>	<>	<>	<>	<>	<>	<>
'7D7F4CC	Fault_Currents	_Fault Currents	SECT03509	<>	<>	<>	678	155	Wipeout ON	<>	<>	<>	<>
'7D7F4E9	Load_Currents	_Currents	SECT02130	B2.3			<>	<>	<>	<>	<>	<>	<>
'7D7F50D	Fault_Currents	_Fault Currents	SECT02130	<>	<>	<>	248	112	Wipeout ON	<>	<>	<>	<>
'7DB894B	Load_Currents	_Currents	SECT31406	C14.1			<>	<>	<>	<>	<>	<>	<>
'7DB896A	Fault_Currents	_Fault Currents	SECT31406	<>	<>	<>	291	123	Wipeout ON	<>	<>	<>	<>
'7DB8996	Load_Currents	_Currents	SECT34966	C2.8			<>	<>	<>	<>	<>	<>	<>
'7DB89B5	Fault_Currents	_Fault Currents	SECT34966	<>	<>	<>	333	126	Wipeout ON	<>	<>	<>	<>
'7E24A00	Load_Currents	_Currents	SECT08468	A8.3			<>	<>	<>	<>	<>	<>	<>
'7E24A1F	Fault_Currents	_Fault Currents	SECT08468	<>	<>	<>	825	163	Wipeout ON	<>	<>	<>	<>
'7E9CA2C	Load_Currents	_Currents	SECT24812	A-12.8	B-12.9	C-12.8	<>	<>	<>	<>	<>	<>	<>
'7E9CA4B	Fault_Currents	_Fault Currents	SECT24812	<>	<>	<>	2548	184	Wipeout ON	<>	<>	<>	<>
'7F37602	Voltage_Box	_Voltages	REG72594	<>	<>	<>	<>	<>	Wipeout On	-	-	8.0	-
'7F37646	Voltage_Box	_Voltages	REG72593	<>	<>	<>	<>	<>	Wipeout On	-	-	8.0	-
'7F5A53F	Fault_Currents	_Fault Currents	PC101199	<>	<>	<>	319	124	Wipeout ON	<>	<>	<>	<>
'7F5A5F2	Fault_Currents	_Fault Currents	PC13982	<>	<>	<>	149	86	Wipeout ON	<>	<>	<>	<>
'7F5A60B	Fault_Currents	_Fault Currents	PC51272	<>	<>	<>	279	117	Wipeout ON	<>	<>	<>	<>
'7F5A6DB	Fault_Currents	_Fault Currents	PC95896	<>	<>	<>	125	77	Wipeout ON	<>	<>	<>	<>
'7F5A6F4	Fault_Currents	_Fault Currents	PC130215	<>	<>	<>	263	114	Wipeout ON	<>	<>	<>	<>
'7F5A731	Fault_Currents	_Fault Currents	PC50061	<>	<>	<>	282	117	Wipeout ON	<>	<>	<>	<>
'7F5A74A	Fault_Currents	_Fault Currents	PC50082	<>	<>	<>	270	115	Wipeout ON	<>	<>	<>	<>
'7F5A7F3	Fault_Currents	_Fault Currents	PC841	<>	<>	<>	179	95	Wipeout ON	<>	<>	<>	<>
'7F5A80C	Fault_Currents	_Fault Currents	PC66709	<>	<>	<>	272	115	Wipeout ON	<>	<>	<>	<>
'7F5A86D	Fault_Currents	_Fault Currents	PC94217	<>	<>	<>	326	124	Wipeout ON	<>	<>	<>	<>
'7F5A886	Fault_Currents	_Fault Currents	PC138073	<>	<>	<>	147	85	Wipeout ON	<>	<>	<>	<>
'7F5A89F	Fault_Currents	_Fault Currents	PC94663	<>	<>	<>	166	91	Wipeout ON	<>	<>	<>	<>
'7F5A8B8	Fault_Currents	_Fault Currents	PC3147	<>	<>	<>	187	96	Wipeout ON	<>	<>	<>	<>
'7F5A8F5	Fault_Currents	_Fault Currents	PC14012	<>	<>	<>	198	100	Wipeout ON	<>	<>	<>	<>
'7F5A90E	Fault_Currents	_Fault Currents	PC27884	<>	<>	<>	222	105	Wipeout ON	<>	<>	<>	<>
'7F5A96F	Fault_Currents	_Fault Currents	PC29129	<>	<>	<>	207	102	Wipeout ON	<>	<>	<>	<>
'7F971B0	Fault_Currents	_Fault Currents	PC29985	<>	<>	<>	198	99	Wipeout ON	<>	<>	<>	<>
'7F971C9	Fault_Currents	_Fault Currents	PC647	<>	<>	<>	175	94	Wipeout ON	<>	<>	<>	<>
'7F971E2	Fault_Currents	_Fault Currents	PC20360	<>	<>	<>	686	153	Wipeout ON	<>	<>	<>	<>
'7F9721F	Fault_Currents	_Fault Currents	PC20694	<>	<>	<>	394	130	Wipeout ON	<>	<>	<>	<>
'7F9725C	Fault_Currents	_Fault Currents	PC94637	<>	<>	<>	222	105	Wipeout ON	<>	<>	<>	<>
'7F97305	Fault_Currents	_Fault Currents	PC1297	<>	<>	<>	523	145	Wipeout ON	<>	<>	<>	<>
'7F97342	Fault_Currents	_Fault Currents	PC173	<>	<>	<>	649	143	Wipeout ON	<>	<>	<>	<>
'7F9735B	Fault_Currents	_Fault Currents	PC1363	<>	<>	<>	277	119	Wipeout ON	<>	<>	<>	<>
'7F97374	Fault_Currents	_Fault Currents	PC27176	<>	<>	<>	402	133	Wipeout ON	<>	<>	<>	<>
'7F9738D	Fault_Currents	_Fault Currents	PC93137	<>	<>	<>	335	123	Wipeout ON	<>	<>	<>	<>
'7F973A6	Fault_Currents	_Fault Currents	PC869	<>	<>	<>	418	133	Wipeout ON	<>	<>	<>	<>
'7F973BF	Fault_Currents	_Fault Currents	PC19842	<>	<>	<>	345	126	Wipeout ON	<>	<>	<>	<>
'7F973D8	Fault_Currents	_Fault Currents	PC92882	<>	<>	<>	205	101	Wipeout ON	<>	<>	<>	<>
'7F97439	Fault_Currents	_Fault Currents	PC100266	<>	<>	<>	194	100	Wipeout ON	<>	<>	<>	<>
'7F97476	Fault_Currents	_Fault Currents	PC32314	<>	<>	<>	358	126	Wipeout ON	<>	<>	<>	<>
'7F9748F	Fault_Currents	_Fault Currents	PC93071	<>	<>	<>	183	95	Wipeout ON	<>	<>	<>	<>
'7F974A8	Fault_Currents	_Fault Currents	PC166862	<>	<>	<>	206	101	Wipeout ON	<>	<>	<>	<>
'7F97509	Fault_Currents	_Fault Currents	PC35515	<>	<>	<>	345	126	Wipeout ON	<>	<>	<>	<>
'7F97546	Fault_Currents	_Fault Currents	PC177011	<>	<>	<>	290	197	Wipeout ON	<>	<>	<>	<>
'7F975AD	Fault_Currents	_Fault Currents	PC93209	<>	<>	<>	191	98	Wipeout ON	<>	<>	<>	<>
'7F975C6	Fault_Currents	_Fault Currents	PC1209	<>	<>	<>	167	92	Wipeout ON	<>	<>	<>	<>
'7F975DF	Fault_Currents	_Fault Currents	PC13552	<>	<>	<>	232	109	Wipeout ON	<>	<>	<>	<>
'7F975F8	Fault_Currents	_Fault Currents	PC14276	<>	<>	<>	224	108	Wipeout ON	<>	<>	<>	<>
'7F97635	Fault_Currents	_Fault Currents	PC32863	<>	<>	<>	177	95	Wipeout ON	<>	<>	<>	<>
'7F9764E	Fault_Currents	_Fault Currents	PC38649	<>	<>	<>	150	87	Wipeout ON	<>	<>	<>	<>
'7F9768B	Fault_Currents	_Fault Currents	PC38313	<>	<>	<>	242	112	Wipeout ON	<>	<>	<>	<>
'7F976A4	Fault_Currents	_Fault Currents	PC115594	<>	<>	<>	192	145	Wipeout ON	<>	<>	<>	<>
'7F977BB	Fault_Currents	_Fault Currents	PC11955	<>	<>	<>	280	119	Wipeout ON	<>	<>	<>	<>
'7F977D4	Fault_Currents	_Fault Currents	PC76789	<>	<>	<>	273	116	Wipeout ON	<>	<>	<>	<>
'7F9783D	Fault_Currents	_Fault Currents	PC49360	<>	<>	<>	270	118	Wipeout ON	<>	<>	<>	<>
'7F9785A	Fault_Currents	_Fault Currents	PC42362	<>	<>	<>	459	136	Wipeout ON	<>	<>	<>	<>
'7F97873	Fault_Currents	_Fault Currents	PC52523	<>	<>	<>	347	128	Wipeout ON	<>	<>	<>	<>
'7F9791C	Fault_Currents	_Fault Currents	PC13964	<>	<>	<>	414	136	Wipeout ON	<>	<>	<>	<>
'7F97935	Fault_Currents	_Fault Currents	PC110190	<>	<>	<>	1103	165	Wipeout ON	<>	<>	<>	<>
'7F97972	Fault_Currents	_Fault Currents	PC112684	<>	<>	<>	572	145	Wipeout ON	<>	<>	<>	<>
'7F979AF	Fault_Currents	_Fault Currents	PC76333	<>	<>	<>	252	114	Wipeout ON	<>	<>	<>	<>
'7F979EC	Fault_Currents	_Fault Currents	PC42085	<>	<>	<>	256	112	Wipeout ON	<>	<>	<>	<>
'7F97A05	Fault_Currents	_Fault Currents	PC95899	<>	<>	<>	261	113	Wipeout ON	<>	<>	<>	<>
'7F97A2B	Fault_Currents	_Fault Currents	PC49041	<>	<>	<>	102	68	Wipeout ON	<>	<>	<>	<>
'7F97A44	Fault_Currents	_Fault Currents	PC43883	<>	<>	<>	286	121	Wipeout ON	<>	<>	<>	<>
'7F97A5D	Fault_Currents	_Fault Currents	PC19592	<>	<>	<>	257	114	Wipeout ON	<>	<>	<>	<>
'7F97A76	Fault_Currents	_Fault Currents	PC42938	<>	<>	<>	329	127	Wipeout ON	<>	<>	<>	<>
'7F97A8F	Fault_Currents	_Fault Currents	PC5335	<>	<>	<>	505	148	Wipeout ON	<>	<>	<>	<>
'7F97AA8	Fault_Currents	_Fault Currents	PC43561	<>	<>	<>	208	101	Wipeout ON	<>	<>	<>	<>
'7F97AC1	Fault_Currents	_Fault Currents	PC19436	<>	<>	<>	188	96	Wipeout ON	<>	<>	<>	<>
'7F97ADA	Fault_Currents	_Fault Currents	PC44760	<>	<>	<>	347	126	Wipeout ON	<>	<>	<>	<>
'7F97AF3	Fault_Currents	_Fault Currents	PC17764	<>	<>	<>	255	112	Wipeout ON	<>	<>	<>	<>
'7F97B11	Fault_Currents	_Fault Currents	PC14302	<>	<>	<>	650	150	Wipeout ON	<>	<>	<>	<>
'7F97B2A	Fault_Currents	_Fault Currents	PC14520	<>	<>	<>	572	145	Wipeout ON	<>	<>	<>	<>
'7F97BD8	Fault_Currents	_Fault Currents	PC14546	<>	<>	<>	355	126	Wipeout ON	<>	<>	<>	<>
'7F97BF1	Fault_Currents	_Fault Currents	PC4675	<>	<>	<>	543	146	Wipeout ON	<>	<>	<>	<>
'7F97C76	Fault_Currents	_Fault Currents	PC45303	<>	<>	<>	197	99	Wipeout ON	<>	<>	<>	<>
'7F97CFB	Fault_Currents	_Fault Currents	PC19569	<>	<>	<>	409	131	Wipeout ON	<>	<>	<>	<>
'7F97D14	Fault_Currents	_Fault Currents	PC18044	<>	<>	<>	387	130	Wipeout ON	<>	<>	<>	<>
'7F97D2D	Fault_Currents	_Fault Currents	PC35740	<>	<>	<>	321	126	Wipeout ON	<>	<>	<>	<>
'7F97D46	Fault_Currents	_Fault Currents	PC129867	<>	<>	<>	377	129	Wipeout ON	<>	<>	<>	<>
'7F97D5F	Fault_Currents	_Fault Currents	PC47114	<>	<>	<>	188	97	Wipeout ON	<>	<>	<>	<>
'7F97D78	Fault_Currents	_Fault Currents	PC5453	<>	<>	<>	149	85	Wipeout ON	<>	<>	<>	<>
'7F97D91	Fault_Currents	_Fault Currents	PC94597	<>	<>	<>	247	109	Wipeout ON	<>	<>	<>	<>
'7F97DAA	Fault_Currents	_Fault Currents	PC5446	<>	<>	<>	139	82	Wipeout ON	<>	<>	<>	<>
'7F97DC3	Fault_Currents	_Fault Currents	PC6011	<>	<>	<>	113	72	Wipeout ON	<>	<>	<>	<>
'7F97DDC	Fault_Currents	_Fault Currents	PC5968	<>	<>	<>	118	98	Wipeout ON	<>	<>	<>	<>
'7F97E19	Fault_Currents	_Fault Currents	PC6035	<>	<>	<>	124	77	Wipeout ON	<>	<>	<>	<>
'7F97E58	Fault_Currents	_Fault Currents	PC6951	<>	<>	<>	229	107	Wipeout ON	<>	<>	<>	<>
'7F97E9A	Fault_Currents	_Fault Currents	PC73572	<>	<>	<>	272	114	Wipeout ON	<>	<>	<>	<>
'7F97EB3	Fault_Currents	_Fault Currents	PC74569	<>	<>	<>	489	143	Wipeout ON	<>	<>	<>	<>
'7F97ECC	Fault_Currents	_Fault Currents	PC22691	<>	<>	<>	530	147	Wipeout ON	<>	<>	<>	<>
'7F97EE5	Fault_Currents	_Fault Currents	PC78045	<>	<>	<>	189	99	Wipeout ON	<>	<>	<>	<>
'7F97EFE	Fault_Currents	_Fault Currents	PC78000	<>	<>	<>	174	95	Wipeout ON	<>	<>	<>	<>
'7F97F44	Fault_Currents	_Fault Currents	PC74835	<>	<>	<>	435	141	Wipeout ON	<>	<>	<>	<>
'7F97F86	Fault_Currents	_Fault Currents	PC73488	<>	<>	<>	305	120	Wipeout ON	<>	<>	<>	<>
'7F97FE7	Fault_Currents	_Fault Currents	PC74731	<>	<>	<>	539	149	Wipeout ON	<>	<>	<>	<>
'7F98024	Fault_Currents	_Fault Currents	PC68860	<>	<>	<>	345	126	Wipeout ON	<>	<>	<>	<>
'7FBC8B4	Fault_Currents	_Fault Currents	PC79687	<>	<>	<>	392	134	Wipeout ON	<>	<>	<>	<>
'7FBC8F2	Fault_Currents	_Fault Currents	PC69305	<>	<>	<>	251	113	Wipeout ON	<>	<>	<>	<>
'7FBC90B	Fault_Currents	_Fault Currents	PC68271	<>	<>	<>	226	97	Wipeout ON	<>	<>	<>	<>
'7FBC924	Fault_Currents	_Fault Currents	PC6495	<>	<>	<>	165	92	Wipeout ON	<>	<>	<>	<>
'7FBC93D	Fault_Currents	_Fault Currents	PC70219	<>	<>	<>	310	121	Wipeout ON	<>	<>	<>	<>
'7FBC956	Fault_Currents	_Fault Currents	PC68176	<>	<>	<>	192	97	Wipeout ON	<>	<>	<>	<>
'7FBC96F	Fault_Currents	_Fault Currents	PC100771	<>	<>	<>	384	130	Wipeout ON	<>	<>	<>	<>
'7FBC9D0	Fault_Currents	_Fault Currents	PC66778	<>	<>	<>	312	120	Wipeout ON	<>	<>	<>	<>
'7FBC9E9	Fault_Currents	_Fault Currents	PC61543	<>	<>	<>	282	116	Wipeout ON	<>	<>	<>	<>
'7FBCA26	Fault_Currents	_Fault Currents	PC174550	<>	<>	<>	633	150	Wipeout ON	<>	<>	<>	<>
'7FBCA3F	Fault_Currents	_Fault Currents	PC15012	<>	<>	<>	352	126	Wipeout ON	<>	<>	<>	<>
'7FBCA58	Fault_Currents	_Fault Currents	PC63262	<>	<>	<>	186	96	Wipeout ON	<>	<>	<>	<>
'7FBCA71	Fault_Currents	_Fault Currents	PC75484	<>	<>	<>	328	128	Wipeout ON	<>	<>	<>	<>
'7FBCAAE	Fault_Currents	_Fault Currents	PC63097	<>	<>	<>	174	93	Wipeout ON	<>	<>	<>	<>
'7FBCAC7	Fault_Currents	_Fault Currents	PC63146	<>	<>	<>	235	101	Wipeout ON	<>	<>	<>	<>
'7FBCAE0	Fault_Currents	_Fault Currents	PC75679	<>	<>	<>	297	125	Wipeout ON	<>	<>	<>	<>
'7FBCB82	Fault_Currents	_Fault Currents	PC8560	<>	<>	<>	489	138	Wipeout ON	<>	<>	<>	<>
'7FBCB9F	Fault_Currents	_Fault Currents	PC86294	<>	<>	<>	484	137	Wipeout ON	<>	<>	<>	<>
'7FBCC01	Fault_Currents	_Fault Currents	PC61814	<>	<>	<>	426	133	Wipeout ON	<>	<>	<>	<>
'7FFBFAA	Fault_Currents	_Fault Currents	PC8446	<>	<>	<>	181	94	Wipeout ON	<>	<>	<>	<>
'7FFBFE7	Fault_Currents	_Fault Currents	PC61166	<>	<>	<>	210	102	Wipeout ON	<>	<>	<>	<>
'7FFC000	Fault_Currents	_Fault Currents	PC61145	<>	<>	<>	442	134	Wipeout ON	<>	<>	<>	<>
'8020DD6	Fault_Currents	_Fault Currents	PC57412	<>	<>	<>	341	123	Wipeout ON	<>	<>	<>	<>
'8020DEF	Fault_Currents	_Fault Currents	PC59810	<>	<>	<>	267	115	Wipeout ON	<>	<>	<>	<>
'8020E32	Fault_Currents	_Fault Currents	PC110244	<>	<>	<>	373	128	Wipeout ON	<>	<>	<>	<>
'8020E4B	Fault_Currents	_Fault Currents	PC8678	<>	<>	<>	199	99	Wipeout ON	<>	<>	<>	<>
'8020E64	Fault_Currents	_Fault Currents	PC56037	<>	<>	<>	308	118	Wipeout ON	<>	<>	<>	<>
'8020EE1	Fault_Currents	_Fault Currents	PC89128	<>	<>	<>	674	142	Wipeout ON	<>	<>	<>	<>
'8020F1E	Fault_Currents	_Fault Currents	PC59497	<>	<>	<>	172	91	Wipeout ON	<>	<>	<>	<>
'8020F37	Fault_Currents	_Fault Currents	PC87851	<>	<>	<>	303	122	Wipeout ON	<>	<>	<>	<>
'8020F50	Fault_Currents	_Fault Currents	PC8312	<>	<>	<>	119	75	Wipeout ON	<>	<>	<>	<>
'8020FB1	Fault_Currents	_Fault Currents	PC87903	<>	<>	<>	118	75	Wipeout ON	<>	<>	<>	<>
'8020FCA	Fault_Currents	_Fault Currents	PC60215	<>	<>	<>	137	81	Wipeout ON	<>	<>	<>	<>
'8020FE3	Fault_Currents	_Fault Currents	PC60004	<>	<>	<>	174	93	Wipeout ON	<>	<>	<>	<>
'8021002	Fault_Currents	_Fault Currents	PC58257	<>	<>	<>	149	85	Wipeout ON	<>	<>	<>	<>
'802101B	Fault_Currents	_Fault Currents	PC104088	<>	<>	<>	159	88	Wipeout ON	<>	<>	<>	<>
'803BB61	Fault_Currents	_Fault Currents	PC7935	<>	<>	<>	151	85	Wipeout ON	<>	<>	<>	<>
'803BB88	Fault_Currents	_Fault Currents	PC4834	<>	<>	<>	288	115	Wipeout ON	<>	<>	<>	<>
'803BBE0	Fault_Currents	_Fault Currents	PC82941	<>	<>	<>	174	92	Wipeout ON	<>	<>	<>	<>
'803BC6F	Fault_Currents	_Fault Currents	PC16290	<>	<>	<>	227	110	Wipeout ON	<>	<>	<>	<>
'803BC88	Fault_Currents	_Fault Currents	PC82211	<>	<>	<>	237	110	Wipeout ON	<>	<>	<>	<>
'803BCA1	Fault_Currents	_Fault Currents	PC85896	<>	<>	<>	361	133	Wipeout ON	<>	<>	<>	<>
'803BCF9	Fault_Currents	_Fault Currents	PC99070	<>	<>	<>	237	114	Wipeout ON	<>	<>	<>	<>
'803BD12	Fault_Currents	_Fault Currents	PC84622	<>	<>	<>	248	116	Wipeout ON	<>	<>	<>	<>
'803BD4F	Fault_Currents	_Fault Currents	PC83579	<>	<>	<>	375	133	Wipeout ON	<>	<>	<>	<>
'803BD8C	Fault_Currents	_Fault Currents	PC87520	<>	<>	<>	461	140	Wipeout ON	<>	<>	<>	<>
'803BDA5	Fault_Currents	_Fault Currents	PC15674	<>	<>	<>	272	119	Wipeout ON	<>	<>	<>	<>
'803BDBE	Fault_Currents	_Fault Currents	PC81372	<>	<>	<>	418	139	Wipeout ON	<>	<>	<>	<>
'8064376	Fault_Currents	_Fault Currents	PC10845	<>	<>	<>	218	105	Wipeout ON	<>	<>	<>	<>
'8064393	Fault_Currents	_Fault Currents	PC156766	<>	<>	<>	265	182	Wipeout ON	<>	<>	<>	<>
'80643F3	Fault_Currents	_Fault Currents	PC16494	<>	<>	<>	310	124	Wipeout ON	<>	<>	<>	<>
'806440C	Fault_Currents	_Fault Currents	PC39686	<>	<>	<>	313	122	Wipeout ON	<>	<>	<>	<>
'8064491	Fault_Currents	_Fault Currents	PC40500	<>	<>	<>	317	124	Wipeout ON	<>	<>	<>	<>
'80644AA	Fault_Currents	_Fault Currents	PC10900	<>	<>	<>	461	137	Wipeout ON	<>	<>	<>	<>
'80644E7	Fault_Currents	_Fault Currents	PC16765	<>	<>	<>	367	129	Wipeout ON	<>	<>	<>	<>
'8064500	Fault_Currents	_Fault Currents	PC16604	<>	<>	<>	606	149	Wipeout ON	<>	<>	<>	<>
'8064519	Fault_Currents	_Fault Currents	PC39001	<>	<>	<>	439	137	Wipeout ON	<>	<>	<>	<>
'8064665	Fault_Currents	_Fault Currents	PC12235	<>	<>	<>	486	143	Wipeout ON	<>	<>	<>	<>
'8064682	Fault_Currents	_Fault Currents	PC12276	<>	<>	<>	465	138	Wipeout ON	<>	<>	<>	<>
'806469B	Fault_Currents	_Fault Currents	PC82516	<>	<>	<>	603	148	Wipeout ON	<>	<>	<>	<>
'80646B4	Fault_Currents	_Fault Currents	PC4047	<>	<>	<>	458	130	Wipeout ON	<>	<>	<>	<>
'80646D1	Fault_Currents	_Fault Currents	PC70558	<>	<>	<>	366	130	Wipeout ON	<>	<>	<>	<>
'8064737	Fault_Currents	_Fault Currents	PC82550	<>	<>	<>	460	137	Wipeout ON	<>	<>	<>	<>
'8064750	Fault_Currents	_Fault Currents	PC53834	<>	<>	<>	342	130	Wipeout ON	<>	<>	<>	<>
'806478D	Fault_Currents	_Fault Currents	PC14496	<>	<>	<>	256	112	Wipeout ON	<>	<>	<>	<>
'80647CA	Fault_Currents	_Fault Currents	PC66117	<>	<>	<>	464	138	Wipeout ON	<>	<>	<>	<>
'80647E3	Fault_Currents	_Fault Currents	PC95847	<>	<>	<>	329	124	Wipeout ON	<>	<>	<>	<>
'8064820	Fault_Currents	_Fault Currents	PC28425	<>	<>	<>	477	139	Wipeout ON	<>	<>	<>	<>
'8064839	Fault_Currents	_Fault Currents	PC77060	<>	<>	<>	309	121	Wipeout ON	<>	<>	<>	<>
'8064852	Fault_Currents	_Fault Currents	PC11941	<>	<>	<>	272	115	Wipeout ON	<>	<>	<>	<>
'80F57F4	Fault_Currents	_Fault Currents	PC12847	<>	<>	<>	191	99	Wipeout ON	<>	<>	<>	<>
'8195E97	Voltage_Box	_Voltages	PC29129	<>	<>	<>	<>	<>	Wipeout On	117.9	8.1	5.0	13.6
'8206BCA	Voltage_Box	_Voltages	PC1679	<>	<>	<>	<>	<>	Wipeout On	121.0	5.0	8.5	14.0
'8206BF5	Fault_Currents	_Fault Currents	PC1679	<>	<>	<>	202	148	Wipeout ON	<>	<>	<>	<>
