HANDLE	BLOCKNAME	LAYER	DEVICE	LINE1	LINE2	LINE3	MAX	MIN	{DYNPARAM} Visibility1	VOLTS	DROP	DIFF	DIST
'71D664F	Fault_Currents	_Fault Currents	PC20294	<>	<>	<>	180	96	Wipeout ON	<>	<>	<>	<>
'71D6664	Voltage_Box	_Voltages	PC34268	<>	<>	<>	<>	<>	Wipeout On	120.7	11.2	10.7	16.1
'71D6683	Fault_Currents	_Fault Currents	PC34268	<>	<>	<>	164	90	Wipeout ON	<>	<>	<>	<>
'71D6698	Voltage_Box	_Voltages	PC35319	<>	<>	<>	<>	<>	Wipeout On	121.5	4.5	4.4	7.2
'71D66B7	Fault_Currents	_Fault Currents	PC35319	<>	<>	<>	358	126	Wipeout ON	<>	<>	<>	<>
'71D66CC	Voltage_Box	_Voltages	PC154257	<>	<>	<>	<>	<>	Wipeout On	118.1	7.9	4.7	12.9
'71D66EB	Fault_Currents	_Fault Currents	PC154257	<>	<>	<>	261	104	Wipeout ON	<>	<>	<>	<>
'71D6700	Voltage_Box	_Voltages	PC30345	<>	<>	<>	<>	<>	Wipeout On	122.3	16.3	14.6	17.3
'71D671F	Fault_Currents	_Fault Currents	PC30345	<>	<>	<>	142	83	Wipeout ON	<>	<>	<>	<>
'71D6734	Voltage_Box	_Voltages	PC529	<>	<>	<>	<>	<>	Wipeout On	121.8	9.1	8.6	14.6
'71D6753	Fault_Currents	_Fault Currents	PC529	<>	<>	<>	183	95	Wipeout ON	<>	<>	<>	<>
'71D6768	Voltage_Box	_Voltages	PC32865	<>	<>	<>	<>	<>	Wipeout On	123.5	4.5	4.9	15.3
'71D6787	Fault_Currents	_Fault Currents	PC32865	<>	<>	<>	192	98	Wipeout ON	<>	<>	<>	<>
'71D67A8	Voltage_Box	_Voltages	PC135167	<>	<>	<>	<>	<>	Wipeout On	76.2	59.6	15.2	21.0
'71D67C7	Fault_Currents	_Fault Currents	PC135167	<>	<>	<>	167	131	Wipeout ON	<>	<>	<>	<>
'71D67DC	Voltage_Box	_Voltages	PC16172	<>	<>	<>	<>	<>	Wipeout On	110.9	33.3	15.7	24.9
'71D67FB	Fault_Currents	_Fault Currents	PC16172	<>	<>	<>	157	79	Wipeout ON	<>	<>	<>	<>
'71D6810	Voltage_Box	_Voltages	PC75884	<>	<>	<>	<>	<>	Wipeout On	78.9	56.9	12.8	19.7
'71D682F	Fault_Currents	_Fault Currents	PC75884	<>	<>	<>	182	98	Wipeout ON	<>	<>	<>	<>
'71D6844	Voltage_Box	_Voltages	PC15142	<>	<>	<>	<>	<>	Wipeout On	117.1	8.9	6.6	11.6
'71D6863	Fault_Currents	_Fault Currents	PC15142	<>	<>	<>	187	95	Wipeout ON	<>	<>	<>	<>
'71D6878	Voltage_Box	_Voltages	PC104097	<>	<>	<>	<>	<>	Wipeout On	120.1	18.4	2.7	24.7
'71D6897	Fault_Currents	_Fault Currents	PC104097	<>	<>	<>	276	119	Wipeout ON	<>	<>	<>	<>
'71D68AC	Voltage_Box	_Voltages	PC7037	<>	<>	<>	<>	<>	Wipeout On	119.4	18.9	11.0	14.9
'71D68CB	Fault_Currents	_Fault Currents	PC7037	<>	<>	<>	182	96	Wipeout ON	<>	<>	<>	<>
'71D6920	Voltage_Box	_Voltages	PC4493	<>	<>	<>	<>	<>	Wipeout On	124.2	1.8	1.8	11.8
'71D693F	Fault_Currents	_Fault Currents	PC4493	<>	<>	<>	262	181	Wipeout ON	<>	<>	<>	<>
'71D6954	Voltage_Box	_Voltages	PC51801	<>	<>	<>	<>	<>	Wipeout On	124.4	1.6	1.6	8.6
'71D6973	Fault_Currents	_Fault Currents	PC51801	<>	<>	<>	321	123	Wipeout ON	<>	<>	<>	<>
'71D69A6	Voltage_Box	_Voltages	PC116900	<>	<>	<>	<>	<>	Wipeout On	125.0	4.9	4.9	13.2
'71D69CB	Fault_Currents	_Fault Currents	PC116900	<>	<>	<>	370	123	Wipeout ON	<>	<>	<>	<>
'71D69E4	Voltage_Box	_Voltages	PC66384	<>	<>	<>	<>	<>	Wipeout On	119.4	6.6	6.1	12.6
'71D6A09	Fault_Currents	_Fault Currents	PC66384	<>	<>	<>	241	111	Wipeout ON	<>	<>	<>	<>
'71D6A22	Voltage_Box	_Voltages	PC55263	<>	<>	<>	<>	<>	Wipeout On	123.0	3.0	2.5	7.2
'71D6A60	Voltage_Box	_Voltages	PC46186	<>	<>	<>	<>	<>	Wipeout On	122.1	3.9	2.9	10.4
'71D6A85	Fault_Currents	_Fault Currents	PC46186	<>	<>	<>	291	119	Wipeout ON	<>	<>	<>	<>
'71D6A9E	Voltage_Box	_Voltages	PC4637	<>	<>	<>	<>	<>	Wipeout On	122.5	3.5	3.5	6.8
'71D6AC3	Fault_Currents	_Fault Currents	PC4637	<>	<>	<>	364	127	Wipeout ON	<>	<>	<>	<>
'71D6ADC	Voltage_Box	_Voltages	PC4916	<>	<>	<>	<>	<>	Wipeout On	124.6	1.4	1.4	10.2
'71D6B01	Fault_Currents	_Fault Currents	PC4916	<>	<>	<>	435	129	Wipeout ON	<>	<>	<>	<>
'71D6B1A	Voltage_Box	_Voltages	PC47788	<>	<>	<>	<>	<>	Wipeout On	123.8	2.2	2.2	6.8
'71D6B3F	Fault_Currents	_Fault Currents	PC47788	<>	<>	<>	374	128	Wipeout ON	<>	<>	<>	<>
'71D6B58	Voltage_Box	_Voltages	PC90033	<>	<>	<>	<>	<>	Wipeout On	122.1	3.9	3.9	8.9
'71D6B7D	Fault_Currents	_Fault Currents	PC90033	<>	<>	<>	302	119	Wipeout ON	<>	<>	<>	<>
'71D6B96	Voltage_Box	_Voltages	PC48139	<>	<>	<>	<>	<>	Wipeout On	119.8	6.2	6.2	11.6
'71D6BBB	Fault_Currents	_Fault Currents	PC48139	<>	<>	<>	228	106	Wipeout ON	<>	<>	<>	<>
'71D6BD4	Voltage_Box	_Voltages	PC17425	<>	<>	<>	<>	<>	Wipeout On	125.6	0.4	3.1	9.0
'71D6BF9	Fault_Currents	_Fault Currents	PC17425	<>	<>	<>	331	125	Wipeout ON	<>	<>	<>	<>
'71D6C12	Voltage_Box	_Voltages	PC17520	<>	<>	<>	<>	<>	Wipeout On	123.9	2.1	2.1	10.5
'71D6C37	Fault_Currents	_Fault Currents	PC17520	<>	<>	<>	277	116	Wipeout ON	<>	<>	<>	<>
'71D6CBB	Load_Currents	_Currents	R12826	A1.1			<>	<>	<>	<>	<>	<>	<>
'71D6CD5	Fault_Currents	_Fault Currents	R12826	<>	<>	<>	134	80	Wipeout ON	<>	<>	<>	<>
'71D6CF4	Load_Currents	_Currents	R12825	A3.6	B5.8	C3.7	<>	<>	<>	<>	<>	<>	<>
'71D6D0E	Fault_Currents	_Fault Currents	R12825	<>	<>	<>	169	82	Wipeout ON	<>	<>	<>	<>
'71D6D2D	Load_Currents	_Currents	R87	B7.3			<>	<>	<>	<>	<>	<>	<>
'71D6D47	Fault_Currents	_Fault Currents	R87	<>	<>	<>	143	84	Wipeout ON	<>	<>	<>	<>
'71D6D70	Load_Currents	_Currents	R85	A7.1			<>	<>	<>	<>	<>	<>	<>
'71D6D8A	Fault_Currents	_Fault Currents	R85	<>	<>	<>	199	99	Wipeout ON	<>	<>	<>	<>
'71D6DA9	Load_Currents	_Currents	R12823	A0.8			<>	<>	<>	<>	<>	<>	<>
'71D6DC3	Fault_Currents	_Fault Currents	R12823	<>	<>	<>	160	88	Wipeout ON	<>	<>	<>	<>
'71E1172	Load_Currents	_Currents	R84	A6.3			<>	<>	<>	<>	<>	<>	<>
'71E118C	Fault_Currents	_Fault Currents	R84	<>	<>	<>	276	115	Wipeout ON	<>	<>	<>	<>
'71E11AB	Voltage_Box	_Voltages	PC131073	<>	<>	<>	<>	<>	Wipeout On	116.2	9.8	6.6	9.4
'71E11D4	Load_Currents	_Currents	R12424	A27.2	B18.4	C8.5	<>	<>	<>	<>	<>	<>	<>
'71E11EE	Fault_Currents	_Fault Currents	R12424	<>	<>	<>	402	123	Wipeout ON	<>	<>	<>	<>
