HANDLE	BLOCKNAME	LAYER	DEVICE	LINE1	LINE2	LINE3	VOLTS	DROP	DIFF	DIST	{DYNPARAM} Visibility1	MAX	MIN
'710AE02	Load_Currents	_Currents	span_55133	A6.4	B3.7	C29.2	<>	<>	<>	<>	<>	<>	<>
'710AE08	Load_Currents	_Currents	OCR_A31/186.0	A16.2	B13.7	C16.4	<>	<>	<>	<>	<>	<>	<>
'710AE0E	Load_Currents	_Currents	OCR_A21-13/4.0	C8.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE1A	Load_Currents	_Currents	OCR_A21-9/2.0	A13.4	B15.6	C29.7	<>	<>	<>	<>	<>	<>	<>
'710AE20	Load_Currents	_Currents	OCR_A21-9-7/2.0	B6.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE26	Load_Currents	_Currents	OCR_A21-9/75.5	C21.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE2C	Load_Currents	_Currents	OCR_A21-5/1	A24.1	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE32	Load_Currents	_Currents	OCR_A21-1/1.0	C12.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE38	Load_Currents	_Currents	OCR_A31-7/1.0	C7.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE3E	Load_Currents	_Currents	OCR_A31-8/1.0	C5.1	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE44	Load_Currents	_Currents	OCR_A25/1.0	B32.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE4A	Load_Currents	_Currents	OCR_A31/1.0	B7.0	C43.4	<>	<>	<>	<>	<>	<>	<>	<>
'710AE50	Load_Currents	_Currents	OCR_A32/1.0	A0.9	B2.0	C4.9	<>	<>	<>	<>	<>	<>	<>
'710AE56	Load_Currents	_Currents	OCR_A/351.0	A35.2	B4.1	C4.0	<>	<>	<>	<>	<>	<>	<>
'710AE5C	Load_Currents	_Currents	OCR_A35/.5	B8.1	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE62	Load_Currents	_Currents	OCR_A40-3/.5	B2.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE68	Load_Currents	_Currents	OCR_A40-8/1.0	A30.0	C1.8	<>	<>	<>	<>	<>	<>	<>	<>
'710AE6E	Load_Currents	_Currents	OCR_A40-11/2.0	B9.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE74	Load_Currents	_Currents	OCR_A40-17/70.0	B4.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE7A	Load_Currents	_Currents	OCR_A40-17-4/1.0	C7.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE80	Load_Currents	_Currents	OCR_A40-17/1.0	A11.4	B9.8	C8.7	<>	<>	<>	<>	<>	<>	<>
'710AE86	Load_Currents	_Currents	OCR_A40/155.0	A14.0	B13.2	C8.4	<>	<>	<>	<>	<>	<>	<>
'710AE8C	Load_Currents	_Currents	span_57735	A9.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE92	Load_Currents	_Currents	OCR_A40/188.0	B5.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE98	Load_Currents	_Currents	OCR_A6-26/36.0	A4.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AE9E	Load_Currents	_Currents	OCR_A6/178.0	A7.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AEA4	Load_Currents	_Currents	OCR_A6-18/1.0	C5.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AEAA	Load_Currents	_Currents	OCR_A6/153.0	A22.3	C7.6	<>	<>	<>	<>	<>	<>	<>	<>
'710AEB0	Load_Currents	_Currents	span_1481	C8.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AEB6	Load_Currents	_Currents	OCR_15C-1/1.0	C11.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AEBC	Load_Currents	_Currents	OCR_A6-7/106.0	A12.3	B23.3	<>	<>	<>	<>	<>	<>	<>	<>
'710AEC2	Load_Currents	_Currents	OCR_A6-7-13/2.0	A21.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AEC8	Load_Currents	_Currents	OCR_A6/151	A2.4	C1.1	<>	<>	<>	<>	<>	<>	<>	<>
'710AECE	Load_Currents	_Currents	OCR_15C/89.0	A1.5	B2.3	C11.4	<>	<>	<>	<>	<>	<>	<>
'710AED4	Load_Currents	_Currents	OCR_A6-7/13.0	A7.1	B2.2	<>	<>	<>	<>	<>	<>	<>	<>
'710AEDA	Load_Currents	_Currents	OCR_A6-7-1/3.0	B15.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AEE0	Load_Currents	_Currents	span_18650	A2.3	B29.4	C35.6	<>	<>	<>	<>	<>	<>	<>
'710AEE6	Load_Currents	_Currents	OCR_A9/1.0	A-0.3	B17.4	C29.0	<>	<>	<>	<>	<>	<>	<>
'710AEEC	Load_Currents	_Currents	OCR_A/81.0	A1.1	B4.9	C2.5	<>	<>	<>	<>	<>	<>	<>
'710AEF2	Load_Currents	_Currents	OCR_B1-3A/2	C17.1	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AEF8	Load_Currents	_Currents	OCR_B/666.0	C5.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AEFE	Load_Currents	_Currents	OCR_B57-3/1.0	B14.1	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF04	Load_Currents	_Currents	OCR_P11/1.0	A28.8	B67.2	C37.3	<>	<>	<>	<>	<>	<>	<>
'710AF0A	Load_Currents	_Currents	OCR_B57-2/1.0	A23.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF10	Load_Currents	_Currents	OCR_B53/1.5	A16.0	B7.0	C14.6	<>	<>	<>	<>	<>	<>	<>
'710AF16	Load_Currents	_Currents	OCR_B/476	A12.9	C15.0	<>	<>	<>	<>	<>	<>	<>	<>
'710AF1C	Load_Currents	_Currents	OCR_P4/2.0	A8.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF22	Load_Currents	_Currents	OCR_B53/67.0	A13.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF28	Load_Currents	_Currents	OCR_B/42.0	A18.4	B8.0	C2.9	<>	<>	<>	<>	<>	<>	<>
'710AF2E	Load_Currents	_Currents	OCR_B/52.0	A15.1	B2.2	C11.8	<>	<>	<>	<>	<>	<>	<>
'710AF34	Load_Currents	_Currents	OCR_B5/31.0	B4.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF3A	Load_Currents	_Currents	OCR_B5-29/24.0	B48.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF40	Load_Currents	_Currents	OCR_B5-67-B3/3	C23.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF4C	Load_Currents	_Currents	OCR_B5-67/49.0	A2.9	B0.2	C5.6	<>	<>	<>	<>	<>	<>	<>
'710AF52	Load_Currents	_Currents	OCR_B5-29-53/1.0	B13.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF58	Load_Currents	_Currents	OCR_B5-29/79.0	B15.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF5E	Load_Currents	_Currents	OCR_B13/25.0	A26.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF64	Load_Currents	_Currents	OCR_B13/59.0	A18.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF6A	Load_Currents	_Currents	OCR_E18/1.5	A6.5	B13.3	C20.4	<>	<>	<>	<>	<>	<>	<>
'710AF70	Load_Currents	_Currents	OCR_B68/121.0	A8.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF76	Load_Currents	_Currents	OCR_B68/83.0	C34.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF7C	Load_Currents	_Currents	OCR_B68-87/1.0	B12.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF82	Load_Currents	_Currents	OCR_B68-85/1.0	A37.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF88	Load_Currents	_Currents	OCR_19D-58/31.0	A27.4	B22.3	C31.6	<>	<>	<>	<>	<>	<>	<>
'710AF8E	Load_Currents	_Currents	OCR_E18/72.0	B21.1	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF94	Load_Currents	_Currents	OCR_B590/22	B21.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AF9A	Load_Currents	_Currents	OCR_B36/187.0	B18.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFA0	Load_Currents	_Currents	OCR_B36-25/5.0	B12.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFA6	Load_Currents	_Currents	OCR_B36/244.0	A15.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFAC	Load_Currents	_Currents	OCR_B36-23/10.0	A23.1	B18.3	C12.7	<>	<>	<>	<>	<>	<>	<>
'710AFB2	Load_Currents	_Currents	OCR_B36-18/23.0	B25.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFB8	Load_Currents	_Currents	OCR_B36/87.5	C20.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFBE	Load_Currents	_Currents	OCR_B/539.0	A29.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFC4	Load_Currents	_Currents	OCR_B59/1.0	B46.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFCA	Load_Currents	_Currents	OCR_B61/1.0	C18.1	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFD0	Load_Currents	_Currents	OCR_B36-8/44.0	B12.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFD6	Load_Currents	_Currents	OCR_B36-8/2.0	B44.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFDC	Load_Currents	_Currents	OCR_B36-51/3.0	C9.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFE2	Load_Currents	_Currents	OCR_B36/48.0	A25.5	B7.0	C15.1	<>	<>	<>	<>	<>	<>	<>
'710AFE8	Load_Currents	_Currents	OCR_B36-39/.5	C10.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFEE	Load_Currents	_Currents	OCR_B36-6/1.5	A14.9	B17.1	C21.0	<>	<>	<>	<>	<>	<>	<>
'710AFF4	Load_Currents	_Currents	OCR_B36-6/35.0	C18.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710AFFA	Load_Currents	_Currents	OCR_B36-6A/1.0	A13.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B000	Load_Currents	_Currents	OCR_B42/1.5	B19.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B006	Load_Currents	_Currents	OCR_B43/1.0	B28.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B00C	Load_Currents	_Currents	OCR_B41/1.0	A16.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B012	Load_Currents	_Currents	OCR_B36-10/3.0	A22.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B018	Load_Currents	_Currents	OCR_B/323.08	B48.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B01E	Load_Currents	_Currents	OCR_B17/2.0	A2.0	B9.6	C0.5	<>	<>	<>	<>	<>	<>	<>
'710B024	Load_Currents	_Currents	OCR_B20/2.0	A16.5	B1.4	C32.3	<>	<>	<>	<>	<>	<>	<>
'710B02A	Load_Currents	_Currents	OCR_B19/2.0	B15.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B030	Load_Currents	_Currents	OCR_R1-34/2.0	A26.3	B10.5	C28.7	<>	<>	<>	<>	<>	<>	<>
'710B036	Load_Currents	_Currents	OCR_B37-16-4/23.0	A21.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B03C	Load_Currents	_Currents	OCR_B41/36.0	C22.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B042	Load_Currents	_Currents	OCR_B303A/.5	B27.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B048	Load_Currents	_Currents	OCR_B37/1.0	A31.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B04E	Load_Currents	_Currents	OCR_B28-67/2.0	A32.9	B52.2	C4.9	<>	<>	<>	<>	<>	<>	<>
'710B054	Load_Currents	_Currents	OCR_B28/68.0	A19.2	B24.5	C30.0	<>	<>	<>	<>	<>	<>	<>
'710B05A	Load_Currents	_Currents	OCR_B240/2.0	C9.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B060	Load_Currents	_Currents	OCR_B27/.5	A31.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B066	Load_Currents	_Currents	OCR_B25/1.0	B51.1	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B06C	Load_Currents	_Currents	OCR_B17-17-39/19.0	B11.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B078	Load_Currents	_Currents	OCR_B17-17/66.0	B28.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B07E	Load_Currents	_Currents	OCR_B17-17/96.0	C16.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B084	Load_Currents	_Currents	OCR_B17-17/143.0	B3.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B08A	Load_Currents	_Currents	OCR_6D-7/1.0	C4.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B090	Load_Currents	_Currents	OCR_B17-21/26.0	B9.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B096	Load_Currents	_Currents	OCR_B17-17/96.0	C16.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B09C	Load_Currents	_Currents	OCR_B17-23/110.0	A18.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B0A2	Load_Currents	_Currents	OCR_B17-23-7/4.0	B12.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B0A8	Load_Currents	_Currents	OCR_B17-23/108.0	C8.1	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B0AE	Load_Currents	_Currents	OCR_B17/288.0	A5.5	C0.5	<>	<>	<>	<>	<>	<>	<>	<>
'710B0B4	Load_Currents	_Currents	OCR_B17-279/2.0	A5.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B0BA	Load_Currents	_Currents	OCR_B17-33/1.0	C21.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B0C0	Load_Currents	_Currents	OCR_B17/247.0	A29.7	B1.5	C31.0	<>	<>	<>	<>	<>	<>	<>
'710B0C6	Load_Currents	_Currents	OCR_B17-242/5.0	C13.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B0CC	Load_Currents	_Currents	OCR_B17-32/15.0	B14.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B0D2	Load_Currents	_Currents	OCR_B27-15/1.0	C13.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B0D8	Load_Currents	_Currents	OCR_B27/114.5	A33.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B0DE	Load_Currents	_Currents	OCR_16B4/1.0	A22.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B0E4	Load_Currents	_Currents	OCR_B27-30/17.5	A2.8	B4.3	C3.2	<>	<>	<>	<>	<>	<>	<>
'710B0EA	Load_Currents	_Currents	OCR_B28-15/38.0	A118.2	B74.2	C43.9	<>	<>	<>	<>	<>	<>	<>
'710B0F0	Load_Currents	_Currents	OCR_B27-8/40.0	A79.4	B55.3	C26.0	<>	<>	<>	<>	<>	<>	<>
'710B0F6	Load_Currents	_Currents	OCR_B27-8/38	C10.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B0FC	Load_Currents	_Currents	OCR_B27-8-20/2.0	A28.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B102	Load_Currents	_Currents	OCR_B27/68.0	B15.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B108	Load_Currents	_Currents	OCR_12E/180.0	A7.9	B19.9	C7.9	<>	<>	<>	<>	<>	<>	<>
'710B10E	Load_Currents	_Currents	OCR_C5T/45.0	C27.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B114	Load_Currents	_Currents	OCR_C5/364.0	A46.4	B43.8	C26.4	<>	<>	<>	<>	<>	<>	<>
'710B11A	Load_Currents	_Currents	OCR_C5-T/1.0	C24.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B120	Load_Currents	_Currents	OCR_C5-52/1	C24.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B126	Load_Currents	_Currents	OCR_C5-51/2.0	B33.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B12C	Load_Currents	_Currents	OCR_C5-29/17.0	A10.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B132	Load_Currents	_Currents	OCR_C5/195	A15.4	B1.7	C10.7	<>	<>	<>	<>	<>	<>	<>
'710B138	Load_Currents	_Currents	OCR_C5-17/2.0	B9.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B13E	Load_Currents	_Currents	OCR_C5R/44.0	B20.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B144	Load_Currents	_Currents	OCR_17A/27.0	A31.8	B25.1	C17.5	<>	<>	<>	<>	<>	<>	<>
'710B14A	Load_Currents	_Currents	OCR_C5-12-9-5/2.0	A18.3	B20.5	C14.8	<>	<>	<>	<>	<>	<>	<>
'710B150	Load_Currents	_Currents	OCR_C5-12-7/3.0	B37.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B156	Load_Currents	_Currents	OCR_C5-12-4/.5	B31.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B15C	Load_Currents	_Currents	OCR_C5-14T/3.0	A12.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B162	Load_Currents	_Currents	OCR_C5-8/1.0	C15.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B168	Load_Currents	_Currents	OCR_C5-9/1	A2.3	B9.6	C15.2	<>	<>	<>	<>	<>	<>	<>
'710B16E	Load_Currents	_Currents	OCR_C5/71.0	A23.6	B6.3	C5.6	<>	<>	<>	<>	<>	<>	<>
'710B174	Load_Currents	_Currents	OCR_C5-7/2.0	A22.1	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B17A	Load_Currents	_Currents	OCR_C5-32/3.0	B5.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B180	Load_Currents	_Currents	OCR_M7-8/1.0	C15.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B186	Load_Currents	_Currents	OCR_M14/48.0	B20.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B18C	Load_Currents	_Currents	OCR_M14/25.0	A6.2	B24.4	C27.0	<>	<>	<>	<>	<>	<>	<>
'710B192	Load_Currents	_Currents	OCR_M14-6/3	A24.6	B31.3	C29.7	<>	<>	<>	<>	<>	<>	<>
'710B198	Load_Currents	_Currents	OCR_M14-2/1.0	C13.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B19E	Load_Currents	_Currents	OCR_C/64.0	A10.9	B18.6	C1.9	<>	<>	<>	<>	<>	<>	<>
'710B1A4	Load_Currents	_Currents	OCR_M14-2-5/6.0	B22.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B1AA	Load_Currents	_Currents	OCR_C14/1.3	A6.3	B13.2	<>	<>	<>	<>	<>	<>	<>	<>
'710B1B0	Load_Currents	_Currents	OCR_C13/1.0	C21.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B1B6	Load_Currents	_Currents	OCR_C13-15/2.0	C43.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B1BC	Load_Currents	_Currents	OCR_C13-16/1.7	A6.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B1C2	Load_Currents	_Currents	span_9848	B26.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B1C8	Load_Currents	_Currents	OCR_C13-17/.5	B16.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B1CE	Load_Currents	_Currents	OCR_C15-9-4/1.0	A30.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B1D4	Load_Currents	_Currents	OCR_C15-9-3/16.0	B42.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B1DA	Load_Currents	_Currents	C15-56/7	B43.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B1E0	Load_Currents	_Currents	OCR_C224-4/38.0	B34.1	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B1E6	Load_Currents	_Currents	OCR_C/263.0	A24.6	B10.1	C12.6	<>	<>	<>	<>	<>	<>	<>
'710B1EC	Load_Currents	_Currents	OCR_C/240.5	B25.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B1F2	Load_Currents	_Currents	OCR_C224/1.0	B15.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B1F8	Load_Currents	_Currents	OCR_C16/.5	A17.4	B38.4	C21.7	<>	<>	<>	<>	<>	<>	<>
'710B1FE	Load_Currents	_Currents	OCR_C19/3.0	B64.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B204	Load_Currents	_Currents	OCR_C22-6/1.0	C10.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B20A	Load_Currents	_Currents	OCR_C16/48.0	C19.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B210	Load_Currents	_Currents	OCR_C16-12/14.0	B21.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B216	Load_Currents	_Currents	OCR_C16-12A/1.0	A16.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B21C	Load_Currents	_Currents	OCR_C37/0.25	C22.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B222	Load_Currents	_Currents	OCR_C43/.5	A16.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B228	Load_Currents	_Currents	OCR_C/390.0	B17.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B22E	Load_Currents	_Currents	OCR_G/213	A13.7	B1.2	C9.4	<>	<>	<>	<>	<>	<>	<>
'710B234	Load_Currents	_Currents	OCR_C44-2/1.0	B12.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B23A	Load_Currents	_Currents	OCR_11D/104.0	A37.7	B28.9	C23.8	<>	<>	<>	<>	<>	<>	<>
'710B240	Load_Currents	_Currents	OCR_11D-22/2.0	A33.5	B25.9	C34.3	<>	<>	<>	<>	<>	<>	<>
'710B246	Load_Currents	_Currents	OCR_C44-1-5/17.0	B13.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B24C	Load_Currents	_Currents	OCR_C56/27.0	A14.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B252	Load_Currents	_Currents	OCR_G13/45.0	C19.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B258	Load_Currents	_Currents	OCR_D15/52.0	B18.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B25E	Load_Currents	_Currents	OCR_G13-9/1.0	A38.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B264	Load_Currents	_Currents	OCR_D15-36/2.0	A55.9	B29.3	C36.9	<>	<>	<>	<>	<>	<>	<>
'710B26A	Load_Currents	_Currents	OCR_D15/37.0	A19.5	B18.2	C14.7	<>	<>	<>	<>	<>	<>	<>
'710B270	Load_Currents	_Currents	OCR_D18-4-29/61.0	B28.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B276	Load_Currents	_Currents	OCR_D18-4-29D1/2.0	A7.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B27C	Load_Currents	_Currents	OCR_D18-4-29/101	A11.1	B7.5	C24.0	<>	<>	<>	<>	<>	<>	<>
'710B282	Load_Currents	_Currents	OCR_D18-4-29D/2.0	C15.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B288	Load_Currents	_Currents	OCR_D18-4-29/168.0	A6.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B28E	Load_Currents	_Currents	OCR_D18-4-29H/1.0	C19.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B294	Load_Currents	_Currents	OCR_D18-4/17.5	C22.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B29A	Load_Currents	_Currents	OCR_D15-3/1.0	A4.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B2A0	Load_Currents	_Currents	OCR_D15-28/1.0	C4.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B2A6	Load_Currents	_Currents	OCR_D18/1.0	B14.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B2AC	Load_Currents	_Currents	OCR_D/181.0	A22.8	B34.3	C39.2	<>	<>	<>	<>	<>	<>	<>
'710B2B2	Load_Currents	_Currents	OCR_D19/30.0	A25.9	B28.9	C23.7	<>	<>	<>	<>	<>	<>	<>
'710B2B8	Load_Currents	_Currents	OCR_D19-3/.5	A35.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B2BE	Load_Currents	_Currents	OCR_D6-19/2.0	A22.2	B22.7	C39.4	<>	<>	<>	<>	<>	<>	<>
'710B2C4	Load_Currents	_Currents	OCR_D6/200.5	A28.7	B50.6	C26.2	<>	<>	<>	<>	<>	<>	<>
'710B2CA	Load_Currents	_Currents	OCR_D/222	A7.8	B20.2	C11.9	<>	<>	<>	<>	<>	<>	<>
'710B2D0	Load_Currents	_Currents	OCR_D8A/1.0	A46.5	B19.8	C11.0	<>	<>	<>	<>	<>	<>	<>
'710B2D6	Load_Currents	_Currents	OCR_D6/76.0	A2.5	B-0.1	C27.5	<>	<>	<>	<>	<>	<>	<>
'710B2DC	Load_Currents	_Currents	OCR_D6-3/36.0	A15.5	B16.7	C35.6	<>	<>	<>	<>	<>	<>	<>
'710B2E2	Load_Currents	_Currents	OCR_D6-3/70.0	C9.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B2E8	Load_Currents	_Currents	OCR_D63-3/2.0	C18.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B2EE	Load_Currents	_Currents	OCR_D63-4/1	B3.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B2F4	Load_Currents	_Currents	OCR_D6-10/1.0	C10.8	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B2FA	Load_Currents	_Currents	OCR_D6-12/1.0	A28.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B300	Load_Currents	_Currents	OCR_D33/55	A3.3	B4.1	C4.7	<>	<>	<>	<>	<>	<>	<>
'710B306	Load_Currents	_Currents	OCR_D/347.0	C11.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B30C	Load_Currents	_Currents	OCR_D34/19.0	A10.9	B26.6	C21.0	<>	<>	<>	<>	<>	<>	<>
'710B312	Load_Currents	_Currents	OCR_D32-6-4/.2	A24.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B318	Load_Currents	_Currents	OCR_D/307.0	B15.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B31E	Load_Currents	_Currents	OCR_D32/17.0	A3.5	B16.7	C1.4	<>	<>	<>	<>	<>	<>	<>
'710B324	Load_Currents	_Currents	OCR_D32/21.0	A57.8	B57.3	C34.8	<>	<>	<>	<>	<>	<>	<>
'710B32A	Load_Currents	_Currents	OCR_D32-8/.5	A12.3	B9.6	C2.3	<>	<>	<>	<>	<>	<>	<>
'710B330	Load_Currents	_Currents	OCR_D32-97/1.0	A9.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
