HANDLE	BLOCKNAME	LAYER	DEVICE	LINE1	LINE2	LINE3	VOLTS	DROP	DIFF	DIST	{DYNPARAM} Visibility1	MAX	MIN
'70CB6C3	Load_Currents	_Currents	OCR_B5-30/.5	A35.1	B21.5	C19.1	<>	<>	<>	<>	<>	<>	<>
'70CB6C9	Load_Currents	_Currents	OCR_B5-29/.5	A38.1	B53.5	C62.2	<>	<>	<>	<>	<>	<>	<>
'70CB6CF	Load_Currents	_Currents	OCR_B5-29-2/.5	A31.4	B6.2	C18.4	<>	<>	<>	<>	<>	<>	<>
'70CB6D5	Load_Currents	_Currents	OCR_16B/.5	A30.3	B55.4	C5.8	<>	<>	<>	<>	<>	<>	<>
'70CB6DB	Load_Currents	_Currents	OCR_16D/.5	A43.7	B20.5	C51.8	<>	<>	<>	<>	<>	<>	<>
'70CB6E1	Load_Currents	_Currents	OCR_B27-11/.5	A29.6	B11.6	C24.6	<>	<>	<>	<>	<>	<>	<>
'70CB6E7	Load_Currents	_Currents	OCR_16A/.5	A42.7	B26.0	C15.6	<>	<>	<>	<>	<>	<>	<>
'70CB6ED	Load_Currents	_Currents	OCR_12F/.5	A4.7	B5.7	C1.5	<>	<>	<>	<>	<>	<>	<>
'70CB6F3	Load_Currents	_Currents	OCR_12A/.5	A69.0	B75.5	C69.9	<>	<>	<>	<>	<>	<>	<>
'70CB6F9	Load_Currents	_Currents	OCR_19D/.5	A79.5	B64.0	C75.2	<>	<>	<>	<>	<>	<>	<>
'70CB6FF	Load_Currents	_Currents	OCR_B/.5	A39.8	B52.5	C26.4	<>	<>	<>	<>	<>	<>	<>
'70CB705	Load_Currents	_Currents	OCR_19B/.5	A90.5	B118.8	C98.1	<>	<>	<>	<>	<>	<>	<>
'70CB70B	Load_Currents	_Currents	OCR_A6-7/.5	A39.9	B25.4	<>	<>	<>	<>	<>	<>	<>	<>
'70CB711	Load_Currents	_Currents	OCR_15B/.5	A17.8	B26.8	C8.0	<>	<>	<>	<>	<>	<>	<>
'70CB71D	Load_Currents	_Currents	OCR_15C/.5	A30.0	B-13.6	C39.0	<>	<>	<>	<>	<>	<>	<>
'70CB723	Load_Currents	_Currents	OCR_23D/.5	A11.5	B11.2	C13.1	<>	<>	<>	<>	<>	<>	<>
'70CB729	Load_Currents	_Currents	OCR_23A/.5	A321.2	B321.2	C321.2	<>	<>	<>	<>	<>	<>	<>
'70CB72F	Load_Currents	_Currents	OCR_23B/.5	A24.1	B39.1	C35.9	<>	<>	<>	<>	<>	<>	<>
'70CB735	Load_Currents	_Currents	OCR_B1-4/.5	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'70CB73B	Load_Currents	_Currents	OCR_P/.5	A99.5	B84.3	C73.9	<>	<>	<>	<>	<>	<>	<>
'70CB741	Load_Currents	_Currents	OCR_D/.5	A73.9	B122.8	C94.9	<>	<>	<>	<>	<>	<>	<>
'70CB747	Load_Currents	_Currents	OCR_E/.5	A99.8	B86.5	C44.7	<>	<>	<>	<>	<>	<>	<>
'70CB74D	Load_Currents	_Currents	OCR_G/.5	A62.8	B34.3	C24.2	<>	<>	<>	<>	<>	<>	<>
'70CB753	Load_Currents	_Currents	OCR_D18/44.5	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'70CB759	Load_Currents	_Currents	OCR_D15-4/.5	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'70CB75F	Load_Currents	_Currents	OCR_D15-4-3/.5	A123.7	B96.6	C138.2	<>	<>	<>	<>	<>	<>	<>
'70CB765	Load_Currents	_Currents	OCR_B28/57.5	A54.2	B76.7	C43.6	<>	<>	<>	<>	<>	<>	<>
'70CB76B	Load_Currents	_Currents	OCR_B303/.5	A13.6	B45.8	C12.3	<>	<>	<>	<>	<>	<>	<>
'70CB771	Load_Currents	_Currents	OCR_B28/58.5	A141.3	B67.3	C63.8	<>	<>	<>	<>	<>	<>	<>
'70CB777	Load_Currents	_Currents	OCR_C15-8/.5	A78.9	B50.7	C-27.2	<>	<>	<>	<>	<>	<>	<>
'70CB77D	Load_Currents	_Currents	OCR_C15/57.5	A40.6	B90.3	C80.3	<>	<>	<>	<>	<>	<>	<>
'70CB783	Load_Currents	_Currents	OCR_C15/58.5	A12.4	B85.7	C4.1	<>	<>	<>	<>	<>	<>	<>
'70CB789	Load_Currents	_Currents	OCR_14D/.5	A130.2	B108.6	C136.9	<>	<>	<>	<>	<>	<>	<>
'70CB78F	Load_Currents	_Currents	OCR_14B/.5	A17.5	B16.7	C48.4	<>	<>	<>	<>	<>	<>	<>
'70CB795	Load_Currents	_Currents	OCR_14A/.5	A25.5	B29.0	C38.5	<>	<>	<>	<>	<>	<>	<>
'70CB79B	Load_Currents	_Currents	OCR_D/153.5	A110.7	B92.9	C85.2	<>	<>	<>	<>	<>	<>	<>
'70CB7A1	Load_Currents	_Currents	OCR_18C/.5	A43.8	B78.3	C33.6	<>	<>	<>	<>	<>	<>	<>
'70CB7A7	Load_Currents	_Currents	OCR_18B/.5	A10.7	B1.6	C6.5	<>	<>	<>	<>	<>	<>	<>
'70CB7AD	Load_Currents	_Currents	OCR_D16/.5	B3.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'70CB7B3	Load_Currents	_Currents	OCR_D34-7/.5	C45.1	<>	<>	<>	<>	<>	<>	<>	<>	<>
'70CB7B9	Load_Currents	_Currents	OCR_D34/65.5	A82.7	B106.8	C58.1	<>	<>	<>	<>	<>	<>	<>
'70CB7BF	Load_Currents	_Currents	OCR_D34/66.5	A90.0	B69.8	C52.8	<>	<>	<>	<>	<>	<>	<>
'70CB7C5	Load_Currents	_Currents	OCR_24A/.5	A202.2	B212.3	C198.9	<>	<>	<>	<>	<>	<>	<>
'70CB7CB	Load_Currents	_Currents	OCR_24H/.5	A169.7	B217.1	C243.0	<>	<>	<>	<>	<>	<>	<>
'70CB7D1	Load_Currents	_Currents	OCR_24C/.5	A163.8	B107.5	C73.0	<>	<>	<>	<>	<>	<>	<>
'70CB7D7	Load_Currents	_Currents	OCR_24B/.5	A8.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'70CB7DD	Load_Currents	_Currents	OCR_A/.5	A84.0	B85.7	C109.0	<>	<>	<>	<>	<>	<>	<>
'70CB7E3	Load_Currents	_Currents	OCR_4D/.5	A56.6	B44.4	C27.6	<>	<>	<>	<>	<>	<>	<>
'70CB7E9	Load_Currents	_Currents	OCR_A59/.5	A14.3	B18.9	C39.4	<>	<>	<>	<>	<>	<>	<>
'70CB7EF	Load_Currents	_Currents	Prarie State Sub	A18.7	B26.5	C9.3	<>	<>	<>	<>	<>	<>	<>
'70CB7F5	Load_Currents	_Currents	Waltonville North	A37.4	B14.5	C52.9	<>	<>	<>	<>	<>	<>	<>
'70CB7FB	Load_Currents	_Currents	Waltonville East	A5.7	B26.0	C14.5	<>	<>	<>	<>	<>	<>	<>
'70CB801	Load_Currents	_Currents	Waltonville West	A8.4	B38.0	C21.1	<>	<>	<>	<>	<>	<>	<>
'70CB807	Load_Currents	_Currents	Waltonville South	A21.8	B17.7	C22.7	<>	<>	<>	<>	<>	<>	<>
'70CB80D	Load_Currents	_Currents	OCR_3A/.5	A42.9	B157.0	C71.8	<>	<>	<>	<>	<>	<>	<>
'70CB813	Load_Currents	_Currents	OCR_3B/.5	A-12.5	B-13.0	C13.7	<>	<>	<>	<>	<>	<>	<>
'70CB819	Load_Currents	_Currents	OCR_3C/.5	A24.7	B22.7	C57.5	<>	<>	<>	<>	<>	<>	<>
'70CB81F	Load_Currents	_Currents	OCR_3D/.5	A43.9	B60.3	C101.8	<>	<>	<>	<>	<>	<>	<>
'70CB825	Load_Currents	_Currents	OCR_17C/.5	A24.7	B42.8	C25.3	<>	<>	<>	<>	<>	<>	<>
'70CB82B	Load_Currents	_Currents	OCR_17B/.5	A18.8	B22.8	C20.2	<>	<>	<>	<>	<>	<>	<>
'70CB831	Load_Currents	_Currents	OCR_17A/.5	A69.1	B45.1	C44.4	<>	<>	<>	<>	<>	<>	<>
'70CB837	Load_Currents	_Currents	OCR_C5-12/55.5	A74.9	B104.1	C64.6	<>	<>	<>	<>	<>	<>	<>
'70CB83D	Load_Currents	_Currents	OCR_R1/.5	A51.1	B61.4	C55.4	<>	<>	<>	<>	<>	<>	<>
'70CB843	Load_Currents	_Currents	OCR_R/.5	A54.2	B34.1	C58.4	<>	<>	<>	<>	<>	<>	<>
'70CB849	Load_Currents	_Currents	OCR_12E/.5	A84.3	B75.0	C117.4	<>	<>	<>	<>	<>	<>	<>
'70CB84F	Load_Currents	_Currents	OCR_B36-80-3/.5	B-13.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'70CB855	Load_Currents	_Currents	OCR_14A-37/.5	A198.1	B100.9	C147.4	<>	<>	<>	<>	<>	<>	<>
'70CB85B	Load_Currents	_Currents	OCR_B1/.5	A8.8	B10.1	C30.1	<>	<>	<>	<>	<>	<>	<>
'70CB861	Load_Currents	_Currents	OCR_11D/.5	A91.1	B69.0	C72.7	<>	<>	<>	<>	<>	<>	<>
'70CB867	Load_Currents	_Currents	OCR_25C/.5	A33.1	B42.3	C1.7	<>	<>	<>	<>	<>	<>	<>
'70CB86D	Load_Currents	_Currents	OCR_D34-6/.5	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'70CB873	Load_Currents	_Currents	OCR_A61/.5	B6.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'70CB879	Load_Currents	_Currents	OCR_13B/.5	A2.7	B6.4	C2.0	<>	<>	<>	<>	<>	<>	<>
'70CB87F	Load_Currents	_Currents	OCR_13A/.5	A47.6	B55.2	C15.7	<>	<>	<>	<>	<>	<>	<>
'70CB885	Load_Currents	_Currents	OCR_13D/.5	A54.5	B56.2	C51.9	<>	<>	<>	<>	<>	<>	<>
'70CB88B	Load_Currents	_Currents	OCR_13C/.5	A71.7	B51.0	C54.4	<>	<>	<>	<>	<>	<>	<>
'70CB891	Load_Currents	_Currents	OCR_A/222.5	A57.9	B58.9	C86.8	<>	<>	<>	<>	<>	<>	<>
'70CB897	Load_Currents	_Currents	OCR_A/221.5	A11.6	B42.2	C38.8	<>	<>	<>	<>	<>	<>	<>
'70CB89D	Load_Currents	_Currents	OCR_A21/.5	A80.2	B45.5	C122.2	<>	<>	<>	<>	<>	<>	<>
'70CB8A3	Load_Currents	_Currents	OCR_14C/.5	A33.8	B15.8	C6.4	<>	<>	<>	<>	<>	<>	<>
'70CB8A9	Load_Currents	_Currents	OCR_D63/288.5	A69.2	B95.6	C73.4	<>	<>	<>	<>	<>	<>	<>
'70CB8AF	Load_Currents	_Currents	OCR_U/.5	A38.1	B53.4	C46.4	<>	<>	<>	<>	<>	<>	<>
'70CB8B5	Load_Currents	_Currents	OCR_V/.5	A20.4	B24.4	C32.9	<>	<>	<>	<>	<>	<>	<>
'70CB8BB	Load_Currents	_Currents	OCR_D63-12/.5	A5.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'7106296	Voltage_Box	_Voltages	span_4328	<>	<>	<>	123.1	1.9	1.9	4.9	Wipeout On	<>	<>
'710629D	Voltage_Box	_Voltages	span_4366	<>	<>	<>	119.9	5.2	5.2	11.8	Wipeout On	<>	<>
'71062A4	Voltage_Box	_Voltages	span_19607	<>	<>	<>	116.6	8.4	8.4	14.8	Wipeout On	<>	<>
'71062AB	Voltage_Box	_Voltages	span_43221	<>	<>	<>	123.0	2.1	2.1	9.5	Wipeout On	<>	<>
'71062B2	Voltage_Box	_Voltages	A46/16.5	<>	<>	<>	120.4	4.7	4.7	8.6	Wipeout On	<>	<>
'71062B9	Voltage_Box	_Voltages	span_349	<>	<>	<>	109.5	15.5	15.5	10.7	Wipeout On	<>	<>
'71062C7	Voltage_Box	_Voltages	span_5013	<>	<>	<>	117.3	7.8	7.8	7.2	Wipeout On	<>	<>
'71062CE	Voltage_Box	_Voltages	span_5468	<>	<>	<>	118.2	6.8	6.8	9.5	Wipeout On	<>	<>
'71062D5	Voltage_Box	_Voltages	span_2970	<>	<>	<>	121.4	3.7	3.7	6.7	Wipeout On	<>	<>
'71062E3	Voltage_Box	_Voltages	span_3515	<>	<>	<>	122.3	2.8	2.8	6.3	Wipeout On	<>	<>
'71062EA	Voltage_Box	_Voltages	span_4747	<>	<>	<>	122.2	2.8	2.8	6.3	Wipeout On	<>	<>
'71062F8	Voltage_Box	_Voltages	span_56558	<>	<>	<>	123.7	1.3	1.3	2.8	Wipeout On	<>	<>
'71062FF	Voltage_Box	_Voltages	span_49776	<>	<>	<>	125.1	-0.1	-0.1	3.0	Wipeout On	<>	<>
'710630D	Voltage_Box	_Voltages	span_19690	<>	<>	<>	120.6	4.4	4.4	6.3	Wipeout On	<>	<>
'7106314	Voltage_Box	_Voltages	span_52214	<>	<>	<>	121.3	3.8	3.8	3.6	Wipeout On	<>	<>
'710631B	Voltage_Box	_Voltages	span_49048	<>	<>	<>	123.8	1.2	1.2	3.4	Wipeout On	<>	<>
'7106322	Voltage_Box	_Voltages	span_42686	<>	<>	<>	121.2	3.8	3.8	9.1	Wipeout On	<>	<>
'7106329	Voltage_Box	_Voltages	span_38969	<>	<>	<>	118.4	6.6	6.6	9.7	Wipeout On	<>	<>
'7106330	Voltage_Box	_Voltages	span_12101	<>	<>	<>	120.8	4.3	4.3	10.3	Wipeout On	<>	<>
'7106337	Voltage_Box	_Voltages	span_17300	<>	<>	<>	124.9	0.1	0.1	5.6	Wipeout On	<>	<>
'710633E	Voltage_Box	_Voltages	span_56576	<>	<>	<>	121.9	3.2	3.2	6.3	Wipeout On	<>	<>
'7106345	Voltage_Box	_Voltages	span_15116	<>	<>	<>	110.6	14.4	14.4	17.6	Wipeout On	<>	<>
'710634C	Voltage_Box	_Voltages	span_20255	<>	<>	<>	111.8	13.3	13.3	13.3	Wipeout On	<>	<>
'7106353	Voltage_Box	_Voltages	span_15876	<>	<>	<>	117.2	7.8	7.8	7.2	Wipeout On	<>	<>
'710635A	Voltage_Box	_Voltages	span_38692	<>	<>	<>	121.9	6.3	6.3	12.2	Wipeout On	<>	<>
'7106361	Voltage_Box	_Voltages	span_10423	<>	<>	<>	123.0	5.1	5.1	11.3	Wipeout On	<>	<>
'7106368	Voltage_Box	_Voltages	span_10909	<>	<>	<>	121.5	3.5	3.5	9.5	Wipeout On	<>	<>
'710636F	Voltage_Box	_Voltages	span_16844	<>	<>	<>	122.2	2.8	2.8	7.1	Wipeout On	<>	<>
'7106376	Voltage_Box	_Voltages	span_16617	<>	<>	<>	119.8	5.3	5.3	8.1	Wipeout On	<>	<>
'710637D	Voltage_Box	_Voltages	span_18967	<>	<>	<>	116.7	8.4	8.4	7.8	Wipeout On	<>	<>
'7106384	Voltage_Box	_Voltages	span_40708	<>	<>	<>	120.0	5.1	5.1	8.4	Wipeout On	<>	<>
'7106392	Voltage_Box	_Voltages	span_456	<>	<>	<>	123.4	1.7	1.7	3.3	Wipeout On	<>	<>
'7106399	Voltage_Box	_Voltages	span_46343	<>	<>	<>	118.1	6.9	6.9	6.2	Wipeout On	<>	<>
'71063A0	Voltage_Box	_Voltages	span_50497	<>	<>	<>	119.3	5.7	5.7	8.0	Wipeout On	<>	<>
'71063A7	Voltage_Box	_Voltages	span_44559	<>	<>	<>	120.0	5.1	5.1	13.6	Wipeout On	<>	<>
'71063AE	Voltage_Box	_Voltages	span_2860	<>	<>	<>	122.5	2.5	2.5	10.9	Wipeout On	<>	<>
'71063B5	Voltage_Box	_Voltages	span_1207	<>	<>	<>	120.9	4.1	4.1	5.0	Wipeout On	<>	<>
'71063BC	Voltage_Box	_Voltages	span_3572	<>	<>	<>	124.8	0.2	0.2	4.5	Wipeout On	<>	<>
'71063C3	Voltage_Box	_Voltages	span_45840	<>	<>	<>	121.8	3.2	3.2	10.0	Wipeout On	<>	<>
'71063CA	Voltage_Box	_Voltages	span_16087	<>	<>	<>	122.5	2.6	2.6	8.9	Wipeout On	<>	<>
'71063D1	Voltage_Box	_Voltages	span_50701	<>	<>	<>	122.8	7.7	7.7	11.6	Wipeout On	<>	<>
'71063D8	Voltage_Box	_Voltages	span_17660	<>	<>	<>	122.8	7.4	7.4	11.6	Wipeout On	<>	<>
'71063DF	Voltage_Box	_Voltages	span_1798	<>	<>	<>	121.6	8.0	8.0	10.0	Wipeout On	<>	<>
'71063E6	Voltage_Box	_Voltages	span_11294	<>	<>	<>	119.7	5.3	5.3	13.0	Wipeout On	<>	<>
'71063F4	Voltage_Box	_Voltages	span_46718	<>	<>	<>	122.8	2.2	2.2	6.5	Wipeout On	<>	<>
'7106402	Voltage_Box	_Voltages	span_21178	<>	<>	<>	121.2	3.9	3.9	5.8	Wipeout On	<>	<>
'7106409	Voltage_Box	_Voltages	span_58643	<>	<>	<>	121.9	3.1	3.1	6.6	Wipeout On	<>	<>
'7106410	Voltage_Box	_Voltages	span_14474	<>	<>	<>	123.6	1.4	1.4	7.3	Wipeout On	<>	<>
'7106417	Voltage_Box	_Voltages	span_14593	<>	<>	<>	119.7	5.4	5.4	9.7	Wipeout On	<>	<>
'710641E	Voltage_Box	_Voltages	span_4849	<>	<>	<>	124.8	0.2	0.2	5.8	Wipeout On	<>	<>
'7106425	Voltage_Box	_Voltages	span_6730	<>	<>	<>	121.8	3.3	3.3	6.7	Wipeout On	<>	<>
'710642C	Voltage_Box	_Voltages	span_12448	<>	<>	<>	123.2	6.3	6.3	10.1	Wipeout On	<>	<>
'7106433	Voltage_Box	_Voltages	span_2079	<>	<>	<>	114.2	10.8	10.8	10.4	Wipeout On	<>	<>
'710643A	Voltage_Box	_Voltages	span_21143	<>	<>	<>	116.0	9.0	9.0	12.4	Wipeout On	<>	<>
'7106441	Voltage_Box	_Voltages	span_14837	<>	<>	<>	119.3	11.6	11.6	7.1	Wipeout On	<>	<>
'7106448	Voltage_Box	_Voltages	span_14921	<>	<>	<>	119.5	5.6	5.6	12.7	Wipeout On	<>	<>
'710644F	Voltage_Box	_Voltages	span_6598	<>	<>	<>	117.9	7.1	7.1	13.7	Wipeout On	<>	<>
'7106456	Voltage_Box	_Voltages	span_52178	<>	<>	<>	118.1	7.0	7.0	10.5	Wipeout On	<>	<>
'710645D	Voltage_Box	_Voltages	span_19634	<>	<>	<>	118.0	7.8	7.8	11.1	Wipeout On	<>	<>
'7106464	Voltage_Box	_Voltages	span_13966	<>	<>	<>	121.1	4.0	4.0	8.0	Wipeout On	<>	<>
'710646B	Voltage_Box	_Voltages	span_48362	<>	<>	<>	123.4	1.7	1.7	1.9	Wipeout On	<>	<>
'7106472	Voltage_Box	_Voltages	span_7055	<>	<>	<>	121.1	3.9	3.9	3.9	Wipeout On	<>	<>
'7106479	Voltage_Box	_Voltages	span_42527	<>	<>	<>	122.2	2.8	2.8	2.7	Wipeout On	<>	<>
'7106480	Voltage_Box	_Voltages	span_49713	<>	<>	<>	123.1	1.9	1.9	4.7	Wipeout On	<>	<>
'7106487	Voltage_Box	_Voltages	span_13756	<>	<>	<>	120.8	4.3	4.3	4.9	Wipeout On	<>	<>
'710648E	Voltage_Box	_Voltages	span_17076	<>	<>	<>	121.9	3.2	3.2	5.1	Wipeout On	<>	<>
'710649C	Voltage_Box	_Voltages	span_18854	<>	<>	<>	119.4	5.6	5.6	8.0	Wipeout On	<>	<>
'71064A3	Voltage_Box	_Voltages	span_8564	<>	<>	<>	119.4	5.6	5.6	5.5	Wipeout On	<>	<>
'71064AA	Voltage_Box	_Voltages	span_11982	<>	<>	<>	123.7	16.0	16.0	13.6	Wipeout On	<>	<>
'71064B1	Voltage_Box	_Voltages	span_14118	<>	<>	<>	122.2	17.4	17.4	12.6	Wipeout On	<>	<>
'71064B8	Voltage_Box	_Voltages	span_7355	<>	<>	<>	120.7	7.9	7.9	13.5	Wipeout On	<>	<>
'71064BF	Voltage_Box	_Voltages	span_615	<>	<>	<>	121.1	7.8	7.8	13.3	Wipeout On	<>	<>
'71064C6	Voltage_Box	_Voltages	span_19359	<>	<>	<>	119.3	6.4	6.4	12.7	Wipeout On	<>	<>
'71064CD	Voltage_Box	_Voltages	span_47312	<>	<>	<>	122.0	3.1	3.1	9.8	Wipeout On	<>	<>
'71064D4	Voltage_Box	_Voltages	span_4894	<>	<>	<>	119.3	5.8	5.8	11.3	Wipeout On	<>	<>
'71064DB	Voltage_Box	_Voltages	span_4006	<>	<>	<>	123.0	7.9	7.9	10.2	Wipeout On	<>	<>
'71064E2	Voltage_Box	_Voltages	span_53132	<>	<>	<>	124.2	0.8	0.8	7.0	Wipeout On	<>	<>
'71064E9	Voltage_Box	_Voltages	span_9855	<>	<>	<>	116.9	8.1	8.1	9.3	Wipeout On	<>	<>
'71064F0	Voltage_Box	_Voltages	span_5295	<>	<>	<>	123.0	4.3	4.3	13.0	Wipeout On	<>	<>
'71064F7	Voltage_Box	_Voltages	span_6179	<>	<>	<>	123.8	6.0	6.0	12.8	Wipeout On	<>	<>
'71064FE	Voltage_Box	_Voltages	span_748	<>	<>	<>	124.4	0.7	0.7	9.7	Wipeout On	<>	<>
'7106505	Voltage_Box	_Voltages	span_3883	<>	<>	<>	123.9	0.4	0.4	10.1	Wipeout On	<>	<>
'710650C	Voltage_Box	_Voltages	span_5269	<>	<>	<>	118.1	19.3	19.3	12.5	Wipeout On	<>	<>
'7106513	Voltage_Box	_Voltages	span_1424	<>	<>	<>	122.0	3.0	3.0	7.6	Wipeout On	<>	<>
'710651A	Voltage_Box	_Voltages	span_4543	<>	<>	<>	120.4	4.7	4.7	8.9	Wipeout On	<>	<>
'7106521	Voltage_Box	_Voltages	span_1189	<>	<>	<>	124.2	0.9	0.9	5.3	Wipeout On	<>	<>
'7106528	Voltage_Box	_Voltages	span_517	<>	<>	<>	116.2	8.9	8.9	7.5	Wipeout On	<>	<>
'710652F	Voltage_Box	_Voltages	span_5140	<>	<>	<>	106.8	18.3	18.3	7.6	Wipeout On	<>	<>
'7106536	Voltage_Box	_Voltages	span_2963	<>	<>	<>	107.9	17.1	17.1	7.2	Wipeout On	<>	<>
'710653D	Voltage_Box	_Voltages	span_53920	<>	<>	<>	120.3	4.7	4.7	8.5	Wipeout On	<>	<>
'7106544	Voltage_Box	_Voltages	span_13134	<>	<>	<>	123.3	1.7	1.7	6.1	Wipeout On	<>	<>
'710654B	Voltage_Box	_Voltages	span_12236	<>	<>	<>	121.2	3.8	3.8	6.3	Wipeout On	<>	<>
'7106552	Voltage_Box	_Voltages	span_8836	<>	<>	<>	123.1	1.9	1.9	4.0	Wipeout On	<>	<>
'7106559	Voltage_Box	_Voltages	span_17051	<>	<>	<>	118.0	7.0	7.0	8.7	Wipeout On	<>	<>
'7106560	Voltage_Box	_Voltages	span_46538	<>	<>	<>	124.9	4.6	4.6	13.8	Wipeout On	<>	<>
'7106567	Voltage_Box	_Voltages	span_1076	<>	<>	<>	121.3	8.2	8.2	17.2	Wipeout On	<>	<>
'710656E	Voltage_Box	_Voltages	span_14252	<>	<>	<>	123.4	1.7	1.7	9.6	Wipeout On	<>	<>
'7106575	Voltage_Box	_Voltages	span_1925	<>	<>	<>	124.8	5.8	5.8	13.2	Wipeout On	<>	<>
'710657C	Voltage_Box	_Voltages	span_53572	<>	<>	<>	121.7	7.9	7.9	12.5	Wipeout On	<>	<>
'7106583	Voltage_Box	_Voltages	span_45624	<>	<>	<>	118.2	6.8	6.8	11.0	Wipeout On	<>	<>
'710658A	Voltage_Box	_Voltages	span_4832	<>	<>	<>	122.8	2.3	2.3	13.1	Wipeout On	<>	<>
'7106591	Voltage_Box	_Voltages	span_13124	<>	<>	<>	122.2	2.9	2.9	14.0	Wipeout On	<>	<>
'7106598	Voltage_Box	_Voltages	span_55261	<>	<>	<>	114.1	11.0	11.0	12.0	Wipeout On	<>	<>
'710659F	Voltage_Box	_Voltages	span_10030	<>	<>	<>	123.5	1.5	1.5	6.7	Wipeout On	<>	<>
'71065A6	Voltage_Box	_Voltages	span_15132	<>	<>	<>	123.0	2.0	2.0	7.4	Wipeout On	<>	<>
'71065AD	Voltage_Box	_Voltages	span_18136	<>	<>	<>	121.4	3.7	3.7	10.4	Wipeout On	<>	<>
'71065B4	Voltage_Box	_Voltages	span_40720	<>	<>	<>	120.0	13.0	13.0	20.2	Wipeout On	<>	<>
'71065BB	Voltage_Box	_Voltages	span_54392	<>	<>	<>	119.4	5.7	5.7	9.8	Wipeout On	<>	<>
'71065C2	Voltage_Box	_Voltages	span_14233	<>	<>	<>	121.4	3.6	3.6	10.2	Wipeout On	<>	<>
'71065C9	Voltage_Box	_Voltages	span_19352	<>	<>	<>	120.8	4.2	4.2	8.8	Wipeout On	<>	<>
'71065D0	Voltage_Box	_Voltages	span_16335	<>	<>	<>	122.8	7.9	7.9	11.9	Wipeout On	<>	<>
'71065D7	Voltage_Box	_Voltages	span_53115	<>	<>	<>	123.1	2.0	2.0	6.0	Wipeout On	<>	<>
'71065DE	Voltage_Box	_Voltages	span_21043	<>	<>	<>	124.6	0.4	0.4	1.7	Wipeout On	<>	<>
'71065E5	Voltage_Box	_Voltages	span_18997	<>	<>	<>	123.6	1.4	1.4	2.3	Wipeout On	<>	<>
'71065EC	Voltage_Box	_Voltages	span_5345	<>	<>	<>	123.5	1.5	1.5	5.0	Wipeout On	<>	<>
'71065F3	Voltage_Box	_Voltages	span_4289	<>	<>	<>	122.2	2.9	2.9	11.7	Wipeout On	<>	<>
'71065FA	Voltage_Box	_Voltages	span_7536	<>	<>	<>	122.9	6.9	6.9	11.8	Wipeout On	<>	<>
'7106601	Voltage_Box	_Voltages	span_17978	<>	<>	<>	121.1	3.9	3.9	10.9	Wipeout On	<>	<>
'7106608	Voltage_Box	_Voltages	span_17853	<>	<>	<>	121.6	3.4	3.4	7.5	Wipeout On	<>	<>
'710660F	Voltage_Box	_Voltages	span_21369	<>	<>	<>	123.8	1.2	1.2	3.6	Wipeout On	<>	<>
'7106616	Voltage_Box	_Voltages	span_46315	<>	<>	<>	123.1	1.9	1.9	3.9	Wipeout On	<>	<>
'710661D	Voltage_Box	_Voltages	span_11325	<>	<>	<>	119.2	5.8	5.8	8.2	Wipeout On	<>	<>
'7106624	Voltage_Box	_Voltages	span_16695	<>	<>	<>	119.2	5.8	5.8	8.5	Wipeout On	<>	<>
'710662B	Voltage_Box	_Voltages	span_12065	<>	<>	<>	122.4	2.6	2.6	5.5	Wipeout On	<>	<>
'7106632	Voltage_Box	_Voltages	span_16387	<>	<>	<>	123.4	1.7	1.7	4.5	Wipeout On	<>	<>
'7106639	Voltage_Box	_Voltages	span_14396	<>	<>	<>	123.0	2.1	2.1	4.7	Wipeout On	<>	<>
'7106640	Voltage_Box	_Voltages	span_15439	<>	<>	<>	121.4	3.6	3.6	5.1	Wipeout On	<>	<>
'7106647	Voltage_Box	_Voltages	span_45546	<>	<>	<>	122.7	2.3	2.3	5.9	Wipeout On	<>	<>
'710665C	Voltage_Box	_Voltages	span_43585	<>	<>	<>	123.1	2.0	2.0	2.6	Wipeout On	<>	<>
'7106671	Voltage_Box	_Voltages	span_38800	<>	<>	<>	123.4	1.6	1.6	3.3	Wipeout On	<>	<>
'7106678	Voltage_Box	_Voltages	span_5638	<>	<>	<>	123.6	1.5	1.5	3.4	Wipeout On	<>	<>
'710667F	Voltage_Box	_Voltages	span_14833	<>	<>	<>	122.3	2.7	2.7	3.0	Wipeout On	<>	<>
'7106686	Voltage_Box	_Voltages	span_8153	<>	<>	<>	124.5	0.6	0.6	3.2	Wipeout On	<>	<>
'710668D	Voltage_Box	_Voltages	span_43386	<>	<>	<>	122.6	2.4	2.4	4.6	Wipeout On	<>	<>
'71066A2	Voltage_Box	_Voltages	span_1292	<>	<>	<>	123.9	1.2	1.2	3.0	Wipeout On	<>	<>
